sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
JRL-9797,Sea And Surf Table Lamp,John Richard,Lighting > Table Lamps,425,1169,A ceramic table lamp in a reactive glaze is reminiscent of the sea and surf.,JRL-9797-1,"17.5""D","16.5""W","31""H"
JRL-9559,Bronze Reflections Table Lamp,John Richard,Lighting > Table Lamps,325,894,A glazed bronze table lamp has hints of gold.,"JRL-9559-1,JRL-9559-6","20""D","20""W","34""H"
JRL-9734,Sculpted Table Lamp,John Richard,Lighting > Table Lamps,260,715,This carved wave sculpture table lamp has a crystal base.,"JRL-9734-1,JRL-9734-6,JRL-9734-7,JRL-9734-10","10""D","18""W","34""H"
JRL-9593,Handblown Mottled Table Lamp,John Richard,Lighting > Table Lamps,485,1334,"A handblown urn table lamp has a richly mottled, metallic, mirrored finish and a double shade. It features a gold base and cap.","JRL-9593-1,JRL-9593-10","19""D","17""W","30""H"
JRL-9137,Elsa Table Lamp,John Richard,Lighting > Table Lamps,415,1141,This table lamp has a ceramic crystallized glaze in blues and pearl.,JRL-9137-1,"20""D","20""W","31.5""H"
JRL-9698,Multifaceted Turquoise Table Lamp,John Richard,Lighting > Table Lamps,340,935,"The combination of irregular, multifaceted, turquoise-finished glass, crystal, and polished nickel creates a truly transitional table lamp.",JRL-9698-1,"8""D","8""W","32.5""H"
JRL-8854,Blue Asian Gardens Table Lamp,John Richard,Lighting > Table Lamps,725,1994,This Chinese blueware urn table lamp features a small neck and golden yellow blooms.,"JRL-8854-1,JRL-8854-10","20""D","20""W","31.5""H"
JRL-8990,Glass Rod Table Lamp,John Richard,Lighting > Table Lamps,800,2200,This table lamp's three glass rods with brass bands encase a center brass rod.,"JRL-8990-1,JRL-8990-6,JRL-8990-7","20""D","20""W","32.5""H"
JRL-9626,Metal And Glass Table Lamp,John Richard,Lighting > Table Lamps,565,1554,This table lamp has polished nickel sleeves cut on the bias that hold ribbed translucent glass columns.,JRL-9626-1,"18""D","18""W","36""H"
JRL-9627,Brass And Glass Table Lamp,John Richard,Lighting > Table Lamps,565,1554,This table lamp has antique brass sleeves cut on the bias that hold ribbed translucent glass columns.,"JRL-9627-1,JRL-9627-6","18""D","18""W","36""H"
JRL-9761,Brass And Acrylic Table Lamp,John Richard,Lighting > Table Lamps,465,1279,This nuts-and-bolts table lamp is in brass and acrylic.,JRL-9761-1,"14""D","14""W","33.5""H"
JRL-9696,Brass And Acrylic Table Lamp,John Richard,Lighting > Table Lamps,370,1018,This nuts-and-bolts table lamp is in brass and acrylic.,JRL-9696-1,"13""D","13""W","23.5""H"
JRL-9697,Brass And Acrylic Console Lamp,John Richard,Lighting > Table Lamps,530,1458,This nuts-and-bolts console lamp is in brass and acrylic.,"JRL-9697-1,JRL-9697-6,JRL-9697-10","18""D","18""W","41.5""H"
JRL-10092,Industrial Floor Lamp,John Richard,Lighting > Floor Lamps,880,2420,The Industrial Floor Lamp features polished brass and acrylic accents.,JRL-10092-1,"20""D","20""W","68.5""H"
JRL-10047,Shiro-Noda Illuminated Table Light,John Richard,Lighting > Table Lamps,1120,3080,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning, illuminated table light with a marble base.",JRL-10047-1,"16""D","16""W","27""H"
JRL-10048,Shiro-Noda Illuminated Floor Light,John Richard,Lighting > Floor Lamps,2440,6710,"Shiro-noda variegated, frosted, and clear crystal clusters dramatically drip from this ornamentally stunning, illuminated floor light with a marble base.",JRL-10048-1,"27""D","29""W","71""H"
JRL-9089,The Alexander Table Lamp,John Richard,Lighting > Table Lamps,655,1801,This table lamp features a solid block of crystal and brass accents.,"JRL-9089-1,JRL-9089-6","10""D","17""W","29""H"
JRL-8344,Sophisticated Crystal Table Lamp,John Richard,Lighting > Table Lamps,675,1856,This table lamp is elegant and sophisticated with its crystal body and base and doube shade.,"JRL-8344-1,JRL-8344-3,JRL-8344-10","16.5""D","16.5""W","30""H"
AJL-0251,Crystal and Antique Brass Table Lamp,John Richard,Lighting > Table Lamps,415,1141,A tapered crystal table lamp with accents in an antique brass finish.,"AJL-0251-1,AJL-0251-3,AJL-0251-10","13""D","13""W","32""H"
JRL-8373,Faceted Crystal in Stand Buffet Lamp,John Richard,Lighting > Table Lamps,565,1554,This buffet lamp features a faceted crystal held by an iron stand.,JRL-8373-1,"14""D","14""W","40""H"
JRL-9094,The Marquise Table Lamp,John Richard,Lighting > Table Lamps,645,1774,A faceted crystal marquise is set in nickel.,JRL-9094-1,"18""D","18""W","33""H"
JRL-9610,Brass and Crystal Rod Table Lamp,John Richard,Lighting > Table Lamps,525,1444,This table lamp features antique brass sleeves cut on the bias that hold crystal rods at varying heights encircling a center stem.,JRL-9610-1,"16""D","15.5""W","33""H"
JRL-9540,Crystal Cube Table Lamp,John Richard,Lighting > Table Lamps,635,1746,This table lamp features two stacked crystal cubes that are piereced askew on a silver-plated rod and base.,JRL-9540-1,"18""D","18""W","33""H"
JRL-9513,Body Illuminating Interstellar Table Lamp,John Richard,Lighting > Table Lamps,635,1746,This table lamp features illuminating glass columns and stainless steel accents. Three-Position Rotary Base Switch operates top and illuminated glass columns.,JRL-9513-1,"18.5""D","18.5""W","37""H"
JRL-9395,Cascading Crystal Waterfall Table Lamp,John Richard,Lighting > Table Lamps,645,1774,Stunning strands of cascading crystals drape from this antique silver table lamp with a white alabaster base.,JRL-9395-1,"17""D","17""W","34.5""H"
JRL-9394,Cascading Crystal Waterfall Table Lamp,John Richard,Lighting > Table Lamps,635,1746,Stunning strands of cascading crystals drape from this antique silver table lamp.,JRL-9394-1,"14""D","14""W","40""H"
JRL-8718,Circle of Light Table Lamp,John Richard,Lighting > Table Lamps,675,1856,This table lamp has a nickel-plated ring with faceted crystal accents that are inspired by jewelry.,"JRL-8718-1,JRL-8718-10","10""D","19.5""W","33""H"
JRL-9680,Swirling Agates In Brown And Brass Table Lamp,John Richard,Lighting > Table Lamps,655,1801,Agates with rich brown tones appear to create dimension and movement in this beautifully crafted brass table lamp.,JRL-9680-1,"12""D","22""W","32""H"
JRL-9679,Swirling Agates In Silver Table Lamp,John Richard,Lighting > Table Lamps,655,1801,Agates with cool grey tones appear to create dimension and movement in this beautifully crafted table lamp.,"JRL-9679-1,JRL-9679-6","12""D","22""W","32""H"
JRL-8979,Budding Crystal Table Lamp,John Richard,Lighting > Table Lamps,695,1911,This table lamp features cast branches with an antique gold finish and crystal buds.,"JRL-8979-1,JRL-8979-4","14""D","22""W","37.5""H"
JRL-9789,Branched Crystal Table Lamp,John Richard,Lighting > Table Lamps,625,1719,A table lamp features organically formed brass branches dripping with handblown glass teardrops on a crystal base.,"JRL-9789-1,JRL-9789-6,JRL-9789-10","17.5""D","16.5""W","40.5""H"
JRL-9880,Crystal Drip Floor Lamp,John Richard,Lighting > Floor Lamps,920,2530,This floor lamp features organic antique brass branches dripping with crystals.,JRL-9880-1,"18""D","18""W","70""H"
JRL-9788,Branched Crystal Table Lamp,John Richard,Lighting > Table Lamps,600,1650,A table lamp features organically formed brass branches dripping with handblown glass teardrops on a crystal base.,JRL-9788-1,"13""D","18""W","26.5""H"
JRL-8865,Metropolis Buffet Lamp,John Richard,Lighting > Table Lamps,275,756,A contemporary brass buffet lamp features a sleek center pole resting on a brass plate that is mounted on an acrylic base.,JRL-8865-1,"9.25""D","9.25""W","33""H"
JRL-9711,"Stone, Alabaster Crystal Buffet Lamp",John Richard,Lighting > Table Lamps,340,935,A crystal in alabaster is held by coffee bronze arms on a buffet lamp.,JRL-9711-1,"8""D","8""W","34.25""H"
JRL-9248,Crystal and Brass Buffet Lamp,John Richard,Lighting > Table Lamps,470,1292,Natural quartz crystals are arranged to look like a starburst from the center of this brass buffet lamp. It is completed with a base of crystal and gold leaf.,JRL-9248-1,"13""D","13""W","37""H"
JRL-9366,Blooming Pierced Orchid Table Lamp,John Richard,Lighting > Table Lamps,965,2654,A blooming orchid seamlessly pierces the body framed in brass.,"JRL-9366-1,JRL-9366-3,JRL-9366-10","11""D","18""W","40.5""H"
JRL-9602,Gold Leaf Tree Table Lamp,John Richard,Lighting > Table Lamps,320,880,This table lamp features a canopied tree with hammered gold leaves on a concrete base.,"JRL-9602-1,JRL-9602-10","8""D","23""W","25.5""H"
JRL-9732,RIVer Rock Accent Lamp,John Richard,Lighting > Table Lamps,310,852,This accent lamp features stacked river rocks and a concrete base.,"JRL-9732-1,JRL-9732-6","11""D","22""W","26""H"
JRL-9641,Acrylic Block Illuminating Table Lamp,John Richard,Lighting > Table Lamps,635,1746,Projecting bars of frosted acrylic blocks illuminate against the satin nickel rectangular column of this table lamp.,"JRL-9641-1,JRL-9641-3,JRL-9641-10","18""D","18""W","28""H"
JRL-9582,Moon Mist Table Lamp,John Richard,Lighting > Table Lamps,485,1334,A grey marble disc suspended in polished nickel gives this lamp an artful touch of modern energy.,JRL-9582-1,"10""D","19""W","31""H"
JRL-8981,Budding Crystal Floor Lamp,John Richard,Lighting > Floor Lamps,1195,3286,This floor lamp has cast branches with an antique gold finish and crystal buds. It stands atop a black marble base.,"JRL-8981-1,JRL-8981-3,JRL-8981-10","23""D","23""W","74""H"
JRL-9393,Cascading Crystal Waterfall Floor Lamp,John Richard,Lighting > Floor Lamps,1130,3108,Stunning strands of cascading crystals drape from this antique silver floor lamp.,"JRL-9393-1,JRL-9393-4,JRL-9393-10","21""D","24""W","73.5""H"
AJC-9040,Acrylic And Brass Ten-Light Chandelier,John Richard,Lighting > Chandeliers,2295,6311,"Classic form meets graphic modern design in this acrylic and antique brass, ten-light chandelier with two tiers.","AJC-9040-1,AJC-9040-3,AJC-9040-5,AJC-9040-6",,,
AJC-9039,Acrylic And Brass Six-Light Chandelier,John Richard,Lighting > Chandeliers,1220,3355,"Classic form meets graphic modern design in this acrylic and antique brass, six-light chandelier.","AJC-9039-1,AJC-9039-3,AJC-9039-4,AJC-9039-5,AJC-9039-6","30""D","30""W","30""H"
AJC-9041,Acrylic And Brass Six-Light Chandelier,John Richard,Lighting > Chandeliers,1370,3768,"Classic form meets graphic modern design in this acrylic and antique brass, six-light chandelier.","AJC-9041-1,AJC-9041-3,AJC-9041-4,AJC-9041-5",,,
AJC-9042,Acrylic And Brass Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,220,605,"Classic form meets graphic modern design in this acrylic and antique brass, single-light wall sconce.",AJC-9042-1,"2.5""D","4.5""W","18""H"
AJC-9038,Acrylic And Brass Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,300,825,"Classic form meets graphic modern design in this acrylic and antique brass, two-light wall sconce.",AJC-9038-1,"6""D","10""W","15""H"
AJC-8834,Bent-Crystal FIVe-Light Chandelier,John Richard,Lighting > Chandeliers,1485,4084,"This chandelier has a silver-leaf finish and a bent-crystal body, with a hanging crystal finial.","AJC-8834-1,AJC-8834-3,AJC-8834-6",,,
AJC-8832,Bent-Crystal Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2960,8140,A chandelier in a silver-leaf finish has a bent-crystal body and a crystal finial.,"AJC-8832-1,AJC-8832-3,AJC-8832-4,AJC-8832-6",,,
AJC-8888,Marquise Crystal Six-Light Chandelier,John Richard,Lighting > Chandeliers,1285,3534,An antique silver-leaf chandelier features faceted marquise crystals.,"AJC-8888-1,AJC-8888-3,AJC-8888-4,AJC-8888-7",,,
AJC-8999,Marquise Crystal Eight-Light Pendant With Fan,John Richard,Lighting > Pendants,2185,6009,An eight-light pendant with a remote-controlled fan is concealed behind a facade of faceted marquise crystals.,AJC-8999-1,,,
JRL-9391,Marquise Crystal Floor Lamp,John Richard,Lighting > Floor Lamps,1130,3108,A decorative floor lamp with faceted marquise crystals nestled in five antique silver metal shades.,JRL-9391-1,"19.5""D","19.5""W","73.5""H"
AJC-8886,Marquise Crystal One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,310,852,An antique silver-leaf wall sconce features faceted marquise crystals.,"AJC-8886-1,AJC-8886-3,AJC-8886-4","9""D","6""W","20""H"
AJC-8792,Diamante Six-Light Semi-Flush,John Richard,Lighting > Semi-Flush,750,2063,"This semi-flush combines an antique silver metal frame with rhombic faceted crystals, creating a dramatic lighting effect.",AJC-8792-1,,,
AJC-8796,Black Tie Two-Light Sconce,John Richard,Lighting > Wall Sconces,330,908,"This wall sconce has a tailored, rich black shade with gold trim. The faceted crystals are suspended in metal settings cut on the bias.",AJC-8796-1,"6.5""D","12""W","24""H"
AJC-8816,Counterpoint Twelve-Light Chandelier,John Richard,Lighting > Chandeliers,1810,4978,"This twelve-light chandelier has tailored, cool white shades with champagne trim. The faceted crystals are suspended in metal settings cut on the bias.","AJC-8816-1,AJC-8816-3,AJC-8816-4",,,
AJC-8815,Counterpoint Eleven-Light Chandelier,John Richard,Lighting > Chandeliers,1570,4318,This pendant chandelier has a cool white fabric shade. The faceted crystals are suspended in metal settings cut on the bias.,"AJC-8815-1,AJC-8815-3,AJC-8815-4",,,
AJC-8884,Cascading Crystal Waterfall Twelve-Light Chandelier,John Richard,Lighting > Chandeliers,3040,8360,"Stunning strands of cascading crystal waterfalls adorn this twelve-light, antique silver-leaf chandelier.","AJC-8884-1,AJC-8884-3,AJC-8884-4,AJC-8884-6",,,
AJC-8885,Cascading Crystal Waterfall Six-Light Chandelier,John Richard,Lighting > Chandeliers,1770,4868,Stunning strands of cascading crystal waterfalls adorn this antique silver-leaf chandelier.,"AJC-8885-1,AJC-8885-3,AJC-8885-7",,,
AJC-8880,Cascading Crystal Waterfall One-Light Wall Sconce,John Richard,Lighting > Wall Sconces,180,495,A stunning strand of cascading crystals adorns this antique silver-leaf wall sconce.,"AJC-8880-1,AJC-8880-3,AJC-8880-4",,,
AJC-8879,Cascading Crystal Waterfall One-Light Sconce,John Richard,Lighting > Wall Sconces,290,798,Stunning strands of cascading crystals drape from this antique silver-leaf sconce.,"AJC-8879-1,AJC-8879-3,AJC-8879-4","6.5""D","13""W","21""H"
AJC-9057,Branched Crystal Twenty-Light Chandelier,John Richard,Lighting > Chandeliers,7300,20075,"Organically formed brass branches form this three-tiered, twenty-light chandelier dripping with handblown glass teardrops.",AJC-9057-1,,,
AJC-8980,Brass And Glass Teardrop Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2965,8154,An eight-light halo of organically formed brass branches drips with handblown glass teardrops.,AJC-8980-1,,,
AJC-8982,Brass And Glass Teardrop Nine-Light Chandelier,John Richard,Lighting > Chandeliers,2430,6682,A nine-light chandelier of organically formed brass branches drips with handblown glass teardrops.,AJC-8982-1,"19""D","60""W","90""H"
AJC-8981,Brass And Glass Teardrop Seven-Light Chandelier,John Richard,Lighting > Chandeliers,1805,4964,A seven-light chandelier of organically formed brass branches drips with handblown glass teardrops.,AJC-8981-1,,,
AJC-8983,Brass And Glass Teardrop Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,435,1196,A two-light wall sconce with organically formed brass branches dripping with handblown glass teardrops.,AJC-8983-1,"9""D","23""W","29""H"
AJC-8918,Crystal Cone Sconce,John Richard,Lighting > Wall Sconces,415,1141,This one-light sconce features a conical-cut crystal.,AJC-8918-1,"8""D","6.75""W","14.5""H"
AJC-9021,Ribbons Of Gold Twelve-Light Pendant With Fan,John Richard,Lighting > Pendants,2345,6449,Ribbons of gold encircle this twelve-light pendant with a remote-controlled fan.,"AJC-9021-1,AJC-9021-3",,,
AJC-8875,Natural Selenite Pendant,John Richard,Lighting > Pendants,545,1499,Natural selenite crystal wands make up the stunning illuminated shade of this silver-leaf pendant.,"AJC-8875-1,AJC-8875-3,AJC-8875-4",,,
AJC-8871,Natural Selenite Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,460,1265,Natural selenite crystal wands make up the stunning illuminated shade of this silver-leaf sconce.,"AJC-8871-1,AJC-8871-3,AJC-8871-4","7""D","4.75""W","20""H"
AJC-8987,Calcite Panel Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,355,976,"A two-light, Art Deco-inspired wall sconce features calcite panels framed in gold leaf.",AJC-8987-1,"4.5""D","10""W","14.5""H"
