sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
EUR-08-0070,John Richard Pedestal,John Richard,Accessories > Pedestals,560,2.00,1120,"42.5""H X 11.75""W X 11.75""D A pedestal of random European walnut blocks.

Dimensions: 42.5""H X 11.75""W X 11.75""D",EUR-08-0070-1,11.75,11.75,42.5
AMF-1420-WHTE-AS,John Richard Transverse Leather and Steel Bench,John Richard,Seating > Benches & Ottomans,1025,2.00,2050,"19""H X 57.5""W X 19""D Transverse leather and steel bench shown in White leather. Seat Height: 19""H, Leg Height: 11""H, Inside Seat: 57.5""W X 19""D This transverse bench is tailored in chalk-white leather with a structured steel base hand-finished in silver leaf.

Dimensions: 19""H X 57.5""W X 19""D
Product Weight: 88
Package Weight: 106",AMF-1420-WHTE-AS-1,57.5,19,19
JRL-9207,John Richard Ocean Table Lamp,John Richard,Lighting > Table Lamps,325,2.00,650,"31""H Printed canvas encased in clear acrylic. Shade: (18"" X 10"") X (18"" X 10"") X 11"", Cream, Man-Made Linen. 3 Way, 150 Watt Max, Type A Bulb, 9"" Harp

Dimensions: 31""H
Product Weight: 26.6
Package Weight: 35.15","JRL-9207-1, JRL-9207-2, JRL-9207-3",18,10,31
JRL-9636,John Richard Enigma Table Lamp,John Richard,Lighting > Table Lamps,345,2.00,690,"30""H This table lamp features painted fabric embedded in clear composition. Shade: (18"" X 10"") X (18"" X 10"") X 11"", White outside and inside, Linen and Paper. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp

Dimensions: 30""H
Product Weight: 18
Package Weight: 25.25",JRL-9636-1,18,10,30
JRL-9635,John Richard Slated Table Lamp,John Richard,Lighting > Table Lamps,345,2.00,690,"30""H This table lamp features painted fabric embedded in clear composition. Shade: (18"" X 10"") X (18"" X 10"") X 11"", White outside and inside, Linen and Paper. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp

Dimensions: 30""H
Product Weight: 18.4
Package Weight: 25.65",JRL-9635-1,18,10,30
JRL-9634,John Richard Dune Table Lamp,John Richard,Lighting > Table Lamps,345,2.00,690,"30""H This table lamp features printed fabric embedded in clear composition. Shade: (18"" X 10"") X (18"" X 10"") X 11"", White outside and inside, Linen and Paper. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp

Dimensions: 30""H
Product Weight: 18.6
Package Weight: 25.95",JRL-9634-1,18,10,30
JRL-9563,John Richard Gray Marble and Polished Nickel Table Lamp,John Richard,Lighting > Table Lamps,535,2.00,1070,"32.75""H Classic in silhouette and palette, this gorgeous gray marble table lamp is highlighted with polished nickel accents. Shade: (19"" X 10"") X (19"" X 10"") X 12"", Gray outside and White inside, Man-Made Silk, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 10"" Nickel Harp

Dimensions: 32.75""H
Product Weight: 0",JRL-9563-1,19,10,32.75
JRL-9084,John Richard Alabaster Column Table Lamp,John Richard,Lighting > Table Lamps,535,2.00,1070,"34.5""H This table lamp features an alabaster body, brass accents, and a brass base. Shade: (18"" X 9"") X (18"" X 9"") X 10"", Off White, Man-Made Silk. 3 Way, 150 Watt Max, Type A Bulb, 7.5"" Harp

Dimensions: 34.5""H
Product Weight: 18.4
Package Weight: 27.2","JRL-9084-1, JRL-9084-2",18,9,34.5
JRL-9198,John Richard Alabaster Horizontal Block Table Lamp,John Richard,Lighting > Table Lamps,675,2.00,1350,"24""H A carved block of alabaster with brass accents. Shade: (17"" X 10"") X (17"" X 10"") X 11"", White, Cotton. 1 Way, Main Bulb: 60 Watt Max/Type A Bulb, Base Bulb: 15 Watt Max/Night-Light Bulb on interior socket, 9"" Harp Disclaimer: Use of a higher wattage bulb in interior will result in discoloration of alabaster. Disclaimer: Not available for foreign wiring due to interior socket.

Dimensions: 24""H
Product Weight: 12.2
Package Weight: 21.05","JRL-9198-1, JRL-9198-2, JRL-9198-3, JRL-9198-4",17,10,24
JRL-9196,John Richard Alabaster Block Table Lamp,John Richard,Lighting > Table Lamps,675,2.00,1350,"31""H This lamp has a carved white alabaster block with brass accents. Shade: (17"" X 10"") X (17"" X 10"") X 11"", White, Cotton. 3 Way, Main Bulb: 150 Watt Max/Type A Bulb, Base Bulb: 15 Watt Max/Night-Light Bulb, 8"" Gold Harp Disclaimer: Maximum 15 Watt Bulb on interior socket. Use of a higher wattage bulb in interior will result in discoloration of alabaster.

Dimensions: 31""H
Product Weight: 17
Package Weight: 28","JRL-9196-1, JRL-9196-2, JRL-9196-3",17,10,31
JRL-9327,John Richard Selenite Table Lamp I,John Richard,Lighting > Table Lamps,1465,2.00,2930,"32""H A massive ball of selenite creates an explosion of translucent spires. This beautiful piece is supported by a lead-free crystal base. Shade: 19"" X 20"" X 12"", White, Organza, Double Shade. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Nickel Harp Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive.

Dimensions: 32""H
Product Weight: 58.2
Package Weight: 69.2",JRL-9327-1,19,20,32
JRL-9326,John Richard Selenite Table Lamp II,John Richard,Lighting > Table Lamps,735,2.00,1470,"30""H Spires of selenite create interesting angles ending on a lead-free crystal base. Shade: 20"" X 20"" X 10"", Off White, Cotton. 3 Way, 150 Watt Max, Type A Bulb, 9"" Nickel Harp Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive.

Dimensions: 30""H
Product Weight: 28.4
Package Weight: 35.4
",JRL-9326-1,20,20,30
JRL-9521,John Richard Celene Lamp,John Richard,Lighting > Table Lamps,855,2.00,1710,"32.5""H This table lamp features a clear selenite orb sitting upon a crystal cube. Shade: 9"" X 9"" X 14"", White outside and Gray inside, Organza and Man-Made Silk, Round, Double Shade. 1 Way, 60 Watt Max, Type A Bulb, 12"" Nickel Harp, Line Switch

Dimensions: 32.5""H
Product Weight: 0","JRL-9521-1, JRL-9521-2",9,9,32.5
JRL-9231,John Richard Rustic Spiral Table Lamp,John Richard,Lighting > Table Lamps,425,2.00,850,"29""H Composition formed in the shape of a rustic spiral. Shade: 18.5"" X 20"" X 11"", Taupe, Cotton. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Nickel Harp

Dimensions: 29""H
Product Weight: 17.8
Package Weight: 28.8",JRL-9231-1,18.5,20,29
AMF-1400-B191-AS,John Richard Upholstered Cocktail Ottoman,John Richard,Seating > Benches & Ottomans,671,2.00,1342,"20""H X 48""W X 36""D Upholstered cocktail ottoman shown in a Gilded Ebony finish and B191 fabric. Seat Height: 20""H, Leg Height: 13""H, Inside Seat: 48""W X 36""D

Dimensions: 20""H X 48""W X 36""D
Product Weight: 29",AMF-1400-B191-AS-1,48,36,20
JFD-0098,John Richard Marble and Brass Cocktail Table,John Richard,Tables > Cocktail Tables,1190,2.00,2380,"17.25""H X 59.75""W X 23""D An elegant cocktail table with an oval marble top and an architectural antique brass base.

Dimensions: 17.25""H X 59.75""W X 23""D",JFD-0098-1,59.75,23,17.25
EUR-03-0746,John Richard Obu Cocktail Table,John Richard,Tables > Cocktail Tables,885,2.00,1770,"15""H X 69""W X 34""D A sculptural cocktail table in the Noguchi style features two carved shapes set head to tail and finished in gold leaf. A three-sided glass top with a pencil edge rests on three points.

Dimensions: 15""H X 69""W X 34""D
Package Weight: 174",EUR-03-0746-1,69,34,15
"JRA-10959",John Richard Celesite Hoop I,John Richard,Art > Sculptures > Bronze,180,2.00,360,"5.5""H X 4.25""W X 4.75""D An eternal oval hoop cradles a beautiful piece of celestite.

Dimensions: 5.5""H X 4.25""W X 4.75""D
Product Weight: 2.2
Package Weight: 5.2","JRA-10959-1, JRA-10959-2",4.25,4.75,5.5
JRA-10960,John Richard Celesite Hoop II,John Richard,Art > Sculptures > Bronze,190,2.00,380,"7.5""H X 6.25""W X 5""D An eternal oval hoop cradles a beautiful piece of celestite.

Dimensions: 7.5""H X 6.25""W X 5""D
Product Weight: 3.6
Package Weight: 6.4","JRA-10960-1, JRA-10960-2
",6.25,5,7.5
JRA-10961,John Richard Celesite Hoop III,John Richard,Art > Sculptures > Bronze,200,2.00,400,"10""H X 8.5""W X 5.5""D An eternal oval hoop cradles a beautiful piece of celestite.

Dimensions: 10""H X 8.5""W X 5.5""D
Product Weight: 4
Package Weight: 6.1","JRA-10961-1, JRA-10961-2",8.5,5.5,10
JRL-9799,John Richard Windowpane Selenite Bloom Accent Lamp,John Richard,Lighting > Table Lamps,770,2.00,1540,"33""H A sheer double shade stands tall over a windowpane selenite bloom on a crystal base. Shade: 9"" X 9"" X 14"", Off White outside and inside, Organza and Man-Made Silk, Cylindrical, Double Shade. 1 Way, 60 Watt Max, Type A Bulb, 12"" Gold Harp, Line Switch Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive. Disclaimer: Due to the natural element of this item, variations in size, shape, and color will occur.

Dimensions: 33""H
Product Weight: 22
Package Weight: 30.1",JRL-9799-1,9,9,33
JRL-9419,John Richard Tiered Selenite Table Lamp,John Richard,Lighting > Table Lamps,730,2.00,1460,"31""H Translucent beauty comes alive in this unique, tiered selenite table lamp, making it ideal for any room. Shade: 20"" X 20"" X 10"", Off White, Man-Made Linen. 3 Way, 150 Watt Max, Type A Bulb, 8.5"" Nickel Harp Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive.

Dimensions: 31""H
Product Weight: 25
Package Weight: 36.2",JRL-9419-1,20,20,31
JRL-9421,John Richard Illuminated Calcite Table Lamp,John Richard,Lighting > Table Lamps,875,2.00,1750,"35""H An illuminated, rectangular calcite table lamp on an antique brass base. Shade: (17"" X 17"") X (17"" X 17"") X 13"", White, Cotton, Square. 4 Way, Main Bulb: 60 Watt Max/Type A Bulb, Base Bulb: 25 Watt Max/Type A Bulb, 9.5"" Gold Harp Disclaimer: Not available for foreign

Dimensions: 35""H
Product Weight: 22.2
Package Weight: 30.55",JRL-9421-1,17,17,35
JRL-9332,John Richard Mother-of-Pearl Table Lamp,John Richard,Lighting > Table Lamps,355,2.00,710,"29.5""H Mother-of-pearl encased in crystal clear acrylic. Shade: (18"" X 10"") X (18"" X 10"") X 11"", Off White, Linen, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 10"" Silver Harp

Dimensions: 29.5""H
Product Weight: 17
Package Weight: 25.7",JRL-9332-1,18,10,29.5
JRL-8726,John Richard Rainwater on Glass Lamp,John Richard,Lighting > Table Lamps,335,2.00,670,"31.5""H This lamp features multicolored, crackled glass with nickel accents. Shade: 18"" X 19"" X 11"", Oyster, Silk, Polystyrene, Polyester. 3 Way, 150 Watt Max, Type A Bulb, 8"" Harp Disclaimer: With handblown glass, variations in size, shape, and color may occur.

Dimensions: 31.5""H
Product Weight: 11.5
Package Weight: 22",JRL-8726-1,18,19,31.5
JRL-9608,John Richard Luminous Ginger Jar Table Lamp,John Richard,Lighting > Table Lamps,320,2.00,640,"35""H A creamy white, luminous, ceramic gourd ginger jar table lamp with bands of gold. Shade: 18"" X 18"" X 12"", White outside and inside, Man-Made Linen and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 10.5"" Gold Harp

Dimensions: 35""H
Product Weight: 11
Package Weight: 19.35",JRL-9608-1,18,18,35
JRL-9571,John Richard Handblown Golden Table Lamp,John Richard,Lighting > Table Lamps,395,2.00,790,"40""H A snow-covered, golden opulence, handblown glass table lamp. Shade: 15"" X 15"" X 16"", White outside and inside, Cotton and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 11"" Nickel Harp

Dimensions: 40""H
Product Weight: 9.6
Package Weight: 15.25","JRL-9571-1, JRL-9571-2",15,15,40
JRL-9592,John Richard Handblown Sky Table Lamp,John Richard,Lighting > Table Lamps,395,2.00,790,"31.5""H A table lamp with peacock blue art glass blown within glass. It features a nickel cap and base. Shade: 18"" X 18"" X 11"", White inside and out, Cotton and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Nickel Harp

Dimensions: 31.5""H
Product Weight: 10.4
Package Weight: 16","JRL-9592-1, JRL-9592-2",18,18,31.5
JRL-9797,John Richard Sea and Surf Table Lamp,John Richard,Lighting > Table Lamps,385,2.00,770,"31""H A ceramic table lamp in a reactive glaze that is reminiscent of the sea and surf. Shade: 16.5"" X 17.5"" X 13"", Off White outside and White inside, Man-Made Linen and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 11"" Nickel Harp

Dimensions: 31""H
Product Weight: 21.6
Package Weight: 29.5",JRL-9797-1,16.5,17.5,31
JRL-9559,John Richard Bronze Reflections Table Lamp,John Richard,Lighting > Table Lamps,295,2.00,590,"34""H A glazed bronze table lamp with hints of gold. Shade: 20"" X 20"" X 11"", Gray outside and White inside, Man-Made Silk and Styrene, Round. 3 Way, 150 Watt Max, Type A Bulb, 11.5"" Nickel Harp

Dimensions: 34""H
Product Weight: 8.8
Package Weight: 18",JRL-9559-1,20,20,34
JRL-9735,John Richard Concrete Table Lamp,John Richard,Lighting > Table Lamps,385,2.00,770,"39.5""H A distressed concrete gourd table lamp on a gold-leaf base. Shade: 20"" X 20"" X 13"", White outside and inside, Man-Made Linen and Man-Made Silk, Round. 3 Way, 150 Watt Max, Type A Bulb, 11.5"" Brass Harp

Dimensions: 39.5""H
Product Weight: 22.4
Package Weight: 39","JRL-9735-1, JRL-9735-2",20,20,39.5
JRL-9734,John Richard Sculpted Table Lamp,John Richard,Lighting > Table Lamps,235,2.00,470,"34""H A carved wave sculpture table lamp with a crystal base. Shade: (18"" X 10"") X (18"" X 10"") X 10.5"", Off White outside and White inside, Man-Made Linen and Man-Made Silk, Rectangular. 3 Way, 150 Watt Max, Type A Bulb, 9"" Brass Harp

Dimensions: 34""H
Product Weight: 11.2
Package Weight: 20.025","JRL-9734-1, JRL-9734-2",18,10,34
JRL-9593,"John Richard Handblown Mottled Table Lamp",John Richard,Lighting > Table Lamps,440,2.00,880,"30""H A handblown urn table lamp with a richly mottled, metallic, mirrored finish and a double shade. It features a gold base and cap. Shade: 17"" X 19"" X 12"", Organza and Man-Made Silk, Double Shade, Round. 3 Way, 150 Watt Max, Type A Bulb, 9.5"" Bronze Harp

Dimensions: 30""H
Product Weight: 15
Package Weight: 22.3",JRL-9593-1,17,19,30
"JRL-9137",John Richard Elsa Table Lamp,John Richard,Lighting > Table Lamps,375,2.00,750,"31.5""H This lamp has a ceramic crystalized glaze in blues and pearl. Shade: 20"" X 20"" X 10"", Off White, Cotton. 3 Way, 150 Watt Max, Type A Bulb, 9"" Harp

Dimensions: 31.5""H
Product Weight: 15.2
Package Weight: 25.4",JRL-9137-1,20,20,31.5
JRL-9698,John Richard Multifaceted Turquoise Table Lamp,John Richard,Lighting > Table Lamps,305,2.00,610,"32.5""H The combination of irregular, multifaceted, turquoise-finished glass, crystal, and polished nickel creates a truly transitional table lamp. Shade: (8"" X 8"") X (8"" X 8"") X 14"", White outside and inside, Man-Made Linen and Man-Made Silk, Square. 1 Way, 60 Watt Max, Type A Bulb, 11"" Nickel Harp

Dimensions: 32.5""H
Product Weight: 12.8
Package Weight: 15.3",JRL-9698-1,8,8,32.5
