sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
495007-SAM,Jonathan Charles Napoleon III Style Round Side Table with fine inlay,Jonathan Charles,Tables > Occasional Tables,1981.8,"Elegant circular side table in the French style of Naploleon III withfine stringing inlaid to the satinwood top and the slender legs with finely carved decoration. Further inlay to undertier and palmette details to shallow apron.
Materials: Acacia
Other Materials: Marquetry veneer, Sycamore veneer, Flaky Plantree veneer, Eucalyptus Figured veneer
Dim. - IN24''w x 24''d x 25''h
Weight: 46.3lbs","495007-SAM-1,
495007-SAM-2,
495007-SAM-3,
495007-SAM-4",,,
495008-SAM,Jonathan Charles Napoleon III Style Bureau Plat with fine inlay,Jonathan Charles,Desks,3609,"Spectacular bureau plat in the French style of Naploleon III with classical motifs inlaid to the satinwood top and the slender legs with finely carved decoration. Further inlay to sides and palmette details to the drawer fronts.
Materials: Acacia
Other Materials: Marquetry veneer, Sycamore veneer, Flaky Plantree veneer, Eucalyptus Figured veneer
Dim. - IN42''w x 23 1/2''d x 30 5/8''h
Weight: 70.55lbs
","495008-SAM-1,
495008-SAM-2,
495008-SAM-3,
495008-SAM-4,
495008-SAM-5",,,
495047-AC-WAL-DCOM,"Jonathan Charles Greek Key Design Biedermeier Walnut Arm Chair, upholstered in COM by Distributor",Jonathan Charles,Seating > Dining Chairs,2325.6,"Greek revival Biedermeier style walnut wing or arm chair with full upholstery and Greek key pattern arm details. Inspired by designs of the early 19th century.
Materials: Acacia
Other Materials: Fabric
Dim. - IN26 5/8''w x 27 3/8''d x 45 5/8''h
Weight: 50.71lbs",495047-AC-WAL-DCOM-1,,,
495243-ZEB,Jonathan Charles Feather Inlay Hand Carved Console Table,Jonathan Charles,Tables > Console Tables,2781,"Decorative console table inspired by English Regency models the semi-circular top with fine feather inlays set above an ebonised detailed carved four pangolin style base.
Materials: Acacia
Other Materials: Entedua veneer, Zebrano quarter veneer
Dim. - IN54 1/8''w x 14''d x 34 1/2''h
Weight: 72.75lbs","495243-ZEB-1,
495243-ZEB-2,
495243-ZEB-3,
495243-ZEB-4",,,
495504-BMA-GIL,Jonathan Charles Mahogany & Gilded Nightstand,Jonathan Charles,Nightstands,2736,"Antique mahogany night stand with gilt carved detailling and a single drawer.
Materials: Acacia
Other Materials: Brass, African Crotch Walnut veneer
Dim. - IN24''w x 18''d x 30''h
Weight: 66.14lbs","495504-BMA-GIL-1,
495504-BMA-GIL-2,
495504-BMA-GIL-3,
495504-BMA-GIL-4,
495504-BMA-GIL-5",,,
495534-SAS,Jonathan Charles Contemporary Console Table with drawers,Jonathan Charles,Tables > Console Tables,5436,"Console table with drawers in Santos Rosewood satin with a brass base.
Materials: Acacia
Other Materials: Brass, Santos rosewood veneer
Dim. - IN63 7/8''w x 20''d x 29 7/8''h
Weight: 136.69lbs","495534-SAS-1,
495534-SAS-2,
495534-SAS-3,
495534-SAS-4",,,
495542-42D-DST,"Jonathan Charles 42"" Round Extending Dining Table",Jonathan Charles,Tables > Dining Tables,3330,"42"" Round to oval extending dark calista dining table with brass detailing including caps on the feet. 
Materials: Acacia
Other Materials: Brass, Iron, Santos rosewood veneer
Dim. - IN42''w x 42''d x 30''h
Weight: 132.28lbs","495542-42D-DST-1,
495542-42D-DST-2,
495542-42D-DST-3,
495542-42D-DST-4,
495542-42D-DST-5",,,
495584-BLG,Jonathan Charles Black Lacquer Chest of Drawers,Jonathan Charles,Chests,4262.4,"Black lacquer chest of drawers with a tray shaped top, set above a black gloss chest with a stripe, antique gilded front drawers and mid-century brass handles.
Materials: Acacia
Other Materials: Brass, Imitation gold leaf, Acacia veneer
Dim. - IN41 1/2''w x 19 5/8''d x 33 3/4''h
Weight: 185.19lbs","495584-BLG-1,
495584-BLG-2,
495584-BLG-3,
495584-BLG-4",,,
495639-SC-BM,Jonathan Charles Dining Side Chair with Gilt Carved Detailing,Jonathan Charles,Seating > Dining Chairs,1539,"Upholstered in COM Fabric by Distributor
Antique brown mahogany dining side chair, fully upholstered in COM, elegent gilt detailing hand carved to frame carved detailing.
Materials: Acacia
Other Materials: Fabric, Imitation gold leaf
Dim. - IN21 1/2''w x 25 1/4''d x 45 5/8''h
Weight: 34.17lbs
",495639-SC-BMA-DCOM-1,,,
495646-62L-BEC,"Jonathan Charles 62"" Black Eucalyptus Rectangular Dining Table",Jonathan Charles,Tables > Dining Tables,4779,"62"" rectangular dining table in black eucalyptus set on a contemporary stainless steel and silver espresso detailed X-frame base.
Materials: Acacia
Other Materials: Silver leaf, Stainless steel, Eucalyptus Figured veneer
Dim. - IN62''w x 46''d x 30''h
Weight: 291.01lbs",495646-62L-BEC-1,,,
495735-71D-SAL,"Jonathan Charles 71"" Round Dining Table with Lazy Susan",Jonathan Charles,Tables > Dining Tables,5409,"Materials: Acacia
Other Materials: Brass
Dim. - IN70 7/8''w x 70 7/8''d x 30''h
Weight: 379.2lbs","495735-71D-SAL-1,
495735-71D-SAL-2",,,
495733-94L-SAL-GIL,"Jonathan Charles 94"" Rectangular Dining Table with gilded base",Jonathan Charles,Tables > Dining Tables,3798,"Materials: Acacia
Other Materials: Cong veneer, Marquetry veneer, Brass
Dim. - IN94 1/2''w x 47 1/4''d x 30''h
Weight: 268.96lbs","495733-94L-SAL-GIL-1,
495733-94L-SAL-GIL-2,
495733-94L-SAL-GIL-3,
495733-94L-SAL-GIL-4",,,
495810-BMA,Jonathan Charles Mahogany & Gulded Carved armoire,Jonathan Charles,Armoires & Wardrobes,10063.8,"Materials: Acacia
Other Materials: Mahogany Khaya Crown veneer
Dim. - IN60''w x 29 7/8''d x 88 3/4''h
Weight: 573.2lbs","495810-BMA-1,
495810-BMA-2,
495810-BMA-3,
495810-BMA-4,
495810-BMA-5",,,
495973-MBR,Jonathan Charles Large Brown Mahogany Console Table with Cabriole Legs & White Brass Claw Feet,Jonathan Charles,Tables > Console Tables,2646,"Materials: Acacia
Other Materials: Stainless steel, Acrylic, Mahogany Swirl Veneer
Dim. - IN68''w x 22''d x 32''h
Weight: 119.05lbs","495973-MBR-1,
495973-MBR-2,
495973-MBR-3,
495973-MBR-4",,,
495975-WBR,Jonathan Charles Berkley Desk,Jonathan Charles,Desks,2381.4,"The desk top features flat cut walnut veneer with antiqued gold leaf accents. The decorative hardware that is solid brass with a satin finish.
Materials: Walnut
Other Materials: Brass, Walnut quarter veneer
Dim. - IN60''w x 30''d x 30''h
Weight: 116.84lbs","495975-WBR-1,
495975-WBR-2,
495975-WBR-3,
495975-WBR-4",,,
494324-G-SGA,Jonathan Charles Anthracite Faux Shagreen Coffee Table with Gilded Base,Jonathan Charles,Tables > Cocktail Tables,2701.8,"Contemporary wrought iron framed coffee table, in an antique gilded finish. The box top whas a single drawer and finished in Anthracite faux shagreen edged with faux bone. Inspired by Art Deco luxury furniture of the 1930's.
Materials: Iron
Other Materials: Acacia, Oak, Silver leaf, Shagreen
Dim. - IN50 1/2''w x 26''d x 20''h
Weight: 105.82lbs","494324-G-SGA-1,
494324-G-SGA-2,
494324-G-SGA-3,
494324-G-SGA-4,
494324-G-SGA-5",,,
494326-AMH,Jonathan Charles Rectangular Curved Art Deco Macassar Ebony High Lustre Sideboard,Jonathan Charles,Credenzas & Sideboards,3969,"Materials: Amara veneer
Other Materials: Doi veneer, Brass
Dim. - IN53 7/8''w x 18''d x 33 1/4''h
Weight: 154.32lbs","494326-AMH-1,
494326-AMH-2,
494326-AMH-3,
494326-AMH-4,
494326-AMH-5",,,
494363-DLF,Jonathan Charles Ivory Faux Shagreen 3-Drawer Chest of Drawers,Jonathan Charles,Chests,2394,"Luxurious contemporary antique ivory faux shagreen chest of three drawers with brass handles, set on tapered legs with heydua veneer and brass caps to the feet.
Materials: Acacia
Other Materials: Brass, Sycamore veneer, Shagreen, Marcassar veneer
Dim. - IN43 1/2''w x 21 1/8''d x 33''h
Weight: 143.3lbs
",494363-DLF-1,,,
494404-MAS,Jonathan Charles Faux Macassar & Anthracite Shagreen Oval Bedside Chest,Jonathan Charles,Nightstands,3022.2,"Luxurious Art Deco style faux macassar ebony veneered and anthracitefaux shagreen narrow oval bedside chest of four drawers with streamlined nickel handles. Based on original French designs of the 1920's.
Materials: Acacia
Other Materials: Brass, Shagreen, Marcassar veneer
Dim. - IN30''w x 17 3/8''d x 34''h
Weight: 123.46lbs","494404-MAS-1,
494404-MAS-2",,,
494405-DLF,Jonathan Charles Ivory Shagreen Oval Bedside Chest of Drawers with Brass,Jonathan Charles,Nightstands,2568.6,"Luxurious Art Deco style antique ivory faux shagreen narrow oval bedside chest of four drawers with streamlined brass handles. Based on original French designs of the 1920's.
Materials: Acacia
Other Materials: Shagreen, Hyedua veneer
Dim. - IN18''w x 29 1/2''d x 25''h
Weight: 130.07lbs","494405-DLF-1,494405-DLF-2,494405-DLF-3,494405-DLF-4,494405-DLF-5",,,
494475-CWM,Jonathan Charles Biedermeier Style Card Table,Jonathan Charles,Tables > Game Tables,3731.4,"Elegant Biedermeier inspired card table of great simplicity and style. The hinged sliding rectangular top veneered in crotch walnut, set on a semi-circular support with splayed legs and brass capped castors. The original of c.1800.
Materials: Acacia
Other Materials: Oak, Celejeria veneer, Sycamore veneer
Dim. - IN48''w x 24''d x 31''h
Weight: 154.32lbs","-494475-CWM-1,
494475-CWM-2,
494475-CWM-3,
494475-CWM-4",,,
494600-MAH,Jonathan Charles Regency Console with Shelf,Jonathan Charles,Tables > Console Tables,2845.8,"Late Regency style mahogany console table with antiqued finish, two drawers above a shaped under tier set between elegant fluted tapering legs topped with paterae.
Materials: Acacia
Other Materials: Oak, Mahogany Khaya Crotch veneer, Oak veneer
Dim. - IN54''w x 11''d x 33''h
Weight: 61.73lbs","494600-MAH-1,
494600-MAH-2",,,
494892-BMA,Jonathan Charles French Style Mahogany Console with Brass Gallery,Jonathan Charles,Tables > Console Tables,2336.4,"19th century French style mahogany console table with a finely pierced brass gallery and two drawers with angular brass handles. Fluted legs around an undertier.
Materials: Acacia
Other Materials: Oak, Italy veneer
Dim. - IN53 7/8''w x 16''d x 38''h
Weight: 103.62lbs","494892-BMA-1,
494892-BMA-2,
494892-BMA-3,
494892-BMA-4,
494892-BMA-5",,,
495000-SIL,Jonathan Charles Silvered Rectangular Sunburst Mirror,Jonathan Charles,Accessories > Mirrors,1981.8,"Finely detailed large silvered rectangular sunburst mirror with a large central glass and multiple carved ""rays"" to the frame.
Materials: Acacia
Other Materials: Mirror, Aluminum leaf
Dim. - IN36''w x 3 1/2''d x 52''h
Weight: 91.27lbs
","495000-SIL-1,
495000-SIL-2",,,
495069-BMA,Jonathan Charles Brown Mahogany Registration Desk,Jonathan Charles,Desks,7551,"Mid century modern style semi circular three panel registration desk with raised black marble top above fine mahogany inlaid panels with contrasting stylised motifs. Based on designs of the 1940's/50's.
Materials: Acacia
Other Materials: Brass, Sycamore veneer, Granite, African Crotch Walnut veneer
Dim. - IN73 3/8''w x 24''d x 44''h
Weight: 304.24lbs","495069-BMA-1,
495069-BMA-2,
495069-BMA-3,
495069-BMA-4",,,
495196-BMA-L012,Jonathan Charles Knightbridge Antique Mahogany Tub Chair,Jonathan Charles,Seating > Occasional Chairs,4417.2,"Biedermeier style brown mahogany tub chair, fully black leather upholstered with geometric pattern inlay design to the sides and back. Inspired by European designs of the early 20th century.
Materials: Acacia
Other Materials: Sycamore veneer, African Crotch Walnut veneer, Black salon leather
Dim. - IN30 7/8''w x 30''d x 28 3/8''h
Weight: 90.39lbs","495196-BMA-L012-1,
495196-BMA-L012-2,
495196-BMA-L012-3,
495196-BMA-L012-4",,,
495309-LMA,Jonathan Charles Wrought Iron Round Table with Light Marble top,Jonathan Charles,Tables > Occasional Tables,1771.2,"Materials: Iron
Other Materials: Acacia, Marble
Dim. - IN21''w x 21''d x 26''h
Weight: 72.75lbs","495309-LMA-1,
495309-LMA-2,
495309-LMA-3,
495309-LMA-4",,,
495313-DLF,Jonathan Charles Hyedua & Glass Coffee Table ,Jonathan Charles,Tables > Cocktail Tables,1611,"Contemporary styled glass top coffee table with base veneered in decorative hyedua woods with distinct geometric grain and curved shaped, mounted with sleek brass details.
Materials: Beech
Other Materials: Glass, Brass
Dim. - IN48''w x 28''d x 19 1/2''h
Weight: 77.16lbs","495313-DLF-1,
495313-DLF-2,
495313-DLF-3,
495313-DLF-4",,,
495314-DLF,Jonathan Charles Hyedua & Glass Console Table,Jonathan Charles,Tables > Console Tables,2669.4,"Contemporary styled glass top console table with base veneered in decorative hyedua woods with distinct geometric grain and curved shaped, mounted with sleek brass details.
Materials: Beech
Other Materials: Glass, Brass
Dim. - IN53 7/8''w x 16''d x 33''h
Weight: 83.78lbs
","495314-DLF-1,495314-DLF-2,495314-DLF-3,495314-DLF-4",,,
495322-RWL,Jonathan Charles Large Rectangular Rustic Walnut Chest of Drawers,Jonathan Charles,Chests,6156,"Large rectangular rustic walnut chest of drawers, top stylish detail inlays, curved shape.
Materials: Acacia
Other Materials: Oak, Brass
Dim. - IN80''w x 23''d x 40''h
Weight: 432.11lbs","495322-RWL-1,
495322-RWL-2,
495322-RWL-3,
495322-RWL-4",,,
495340-TWC-BLA,Jonathan Charles Black Barleytwist Square Coffee Table,Jonathan Charles,Tables > Cocktail Tables,2493,"Hand carved square black coffee table with undertier, barleytwist legs, and a top with decorative bookmatched tropical crotch walnut.
Materials: Acacia
Other Materials: Glass, Entedua veneer
Dim. - IN52 1/2''w x 52 1/2''d x 22 1/2''h
Weight: 209.44lbs","495340-TWC-BLA-1,
495340-TWC-BLA-2",,,
495415-DST,Jonathan Charles Dark Rosewood Four Door Display Cabinet,Jonathan Charles,Cabinets,6721.2,"High lustre, dark rosewood four-door breakfront display cabinet with brass geometic shape details, interior lighting, glazed front, and three shallow drawers with brass handles.
Materials: Acacia
Other Materials: Oak, Alder, Oak veneer, Glass, Brass, Santos rosewood veneer, Sycamore veneer
Dim. - IN77''w x 18''d x 50''h
Weight: 385.81lbs","495415-DST-1,
495415-DST-2,
495415-DST-3,
495415-DST-4",,,
495422-LMA,Jonathan Charles Rectangular Coffee table in Limed Acacia,Jonathan Charles,Tables > Cocktail Tables,3686.4,"Rectangular coffee table with a limed acacia top, set above a wrought-iron base with two nests of tables underneath as a set.
Materials: Acacia
Other Materials: Iron
Dim. - IN52''w x 26''d x 21''h
Weight: 216.93lbs
","495422-LMA-1,
495422-LMA-2,
495422-LMA-3,
495422-LMA-4",,,
495422-RWL,Jonathan Charles Rectangular Coffee Table in Rustic Walnut,Jonathan Charles,Tables > Cocktail Tables,3277.8,"Rectangular coffee table with a rustic walnut top, set above a wrought-iron base with two nest of tables underneath as a set.
Materials: Acacia
Other Materials: Iron
Dim. - IN52''w x 26''d x 21''h
Weight: 216.93lbs","495422-RWL-1,
495422-RWL-2,
495422-RWL-3,
495422-RWL-4",,,
495507-BMA-GIL,Jonathan Charles End table with Gilt Carved Detailing,Jonathan Charles,Tables > End Tables,1665,"Antique mahogany end table with gilt carved detailling and curved top.
Materials: Acacia
Other Materials: African Crotch Walnut veneer
Dim. - IN18''w x 28''d x 27 7/8''h
Weight: 52.91lbs","495507-BMA-GIL-1,
495507-BMA-GIL-2,
495507-BMA-GIL-3,
495507-BMA-GIL-4",,,
495573-MAH,Jonathan Charles Buckingham Mahogany Centre Table,Jonathan Charles,Tables > Center Tables,3864.6,"Centre table in antique mahogany with greek key carving on apron set above a pedestal base.
Materials: Acacia
Other Materials: Mahogany Khaya Crotch veneer, Brass
Dim. - IN48''w x 48''d x 30''h
Weight: 171.96lbs","495573-MAH-1,
495573-MAH-2,
495573-MAH-3,
495573-MAH-4,
495573-MAH-5",,,
495592-LBE,Jonathan Charles Black Eucalyptus Rectangular Shagreen Console Table,Jonathan Charles,Tables > Console Tables,2723.4,"Rectangular console table with an anthracite faux shagreen top and a black eucalyptus apron, set above an iron and brass base.
Materials: Acacia
Other Materials: Iron, Eucalyptus Figured veneer, White brass
Dim. - IN47 1/4''w x 15 3/8''d x 33 1/2''h
Weight: 90.39lbs
","495592-LBE-1,
495592-LBE-2,
495592-LBE-3,
495592-LBE-4",,,
495634-LNW,Jonathan Charles Square Natural Walnut Tray Table,Jonathan Charles,Tables > Occasional Tables,2268,"Square tray table in langkawi natural walnut with a silver espresso foiled top, set above brass base.
Materials: Beech
Other Materials: Silver leaf, Flat cut Walnut veneer
Dim. - IN19 5/8''w x 19 5/8''d x 26''h
Weight: 57.32lbs","495634-LNW-1,
495634-LNW-2,
495634-LNW-3,
495634-LNW-4",,,
495647-AC-BEC-F300,Jonathan Charles Eucalyptus Dining Arm Chair (Castaway),Jonathan Charles,Seating > Dining Chairs,1407.6,"Dining arm chair in black eucalyptus veneer with upholstered seat and back, with stainless steel detailing on the back. Frame is covered in a Jonathan Charles performance fabric Castaway
Materials: Acacia
Other Materials: Stainless steel, Eucalyptus Figured veneer, Mazo fabric
Dim. - IN23 3/4''w x 25 1/4''d x 39 1/2''h
Weight: 35.27lbs","495647-AC-BEC-F300-1,
495647-AC-BEC-F300-2,
495647-AC-BEC-F300-3,
495647-AC-BEC-F300-4",,,
495-647-SC,Jonathan Charles Black Eucalyptus Dining Side Chair,Jonathan Charles,Seating > Dining Chairs,1251,"Dining side chair in black eucalyptus veneer with upholstered seat and back, with stainless steel detailing on the back. Frame is covered in a Jonathan Charles performance fabric Castaway
Materials: Acacia
Other Materials: Silver leaf, Stainless steel, Eucalyptus Figured veneer, Mazo fabric
Dim. - IN20''w x 25 1/4''d x 39 1/2''h
Weight: 35.27lbs","495647-SC-BEC-F300-1,
495647-SC-BEC-F300-2,
495647-SC-BEC-F300-3,
495647-SC-BEC-F300-4,
495647-SC-BEC-F300-5",,,
495649-BGA,Jonathan Charles Fulgurite Buckingham Cocktail Table,Jonathan Charles,Tables > Cocktail Tables,2424.6,"Oval coffee table in golden amber burr with glass top set above brass legs and an openwork base.
Materials: Burl veneer
Other Materials: Glass, Stainless steel
Dim. - IN50''w x 28''d x 19 5/8''h
Weight: 55.12lbs","495649-BGA-1,
495649-BGA-2,
495649-BGA-3,
495649-BGA-4",,,
495649-MBL,Jonathan Charles Oval Buckingham Mahogany Cocktail Table,Jonathan Charles,Tables > Cocktail Tables,2259,"Oval coffee table in bleached mahogany with glass top set above brass legs and an openwork base.
Materials: Brass
Other Materials: Glass, Walnut crotch veneer
Dim. - IN50''w x 28''d x 19 5/8''h
Weight: 70.55lbs","495649-MBL-1,
495649-MBL-2,
495649-MBL-3,
495649-MBL-4",,,
495649-TWC,Jonathan Charles Oval Coffee Table in Tropical Walnut Crotch with Brass Base,Jonathan Charles,Tables > Cocktail Tables,2536.2,"Oval coffee table in Tropical walnut crotch with glass top set above brass legs and an openwork base.
Materials: Brass
Other Materials: Glass, Entedua veneer
Dim. - IN50''w x 28''d x 19 3/4''h
Weight: 74.96lbs","495649-TWC-1,
495649-TWC-2,
495649-TWC-3,
495649-TWC-4,
495649-TWC-5",,,
495709-BLG,Jonathan Charles Black Laquered Console Table with White Marble top,Jonathan Charles,Tables > Console Tables,2133,"Materials: Acacia
Other Materials: Marble
Dim. - IN46 7/8''w x 19 3/8''d x 34 1/4''h
Weight: 149.91lbs","495709-BLG-1,
495709-BLG-2,
495709-BLG-3,
495709-BLG-4,
495709-BLG-5",,,
495728-LBM,Jonathan Charles Brown Mahogany Buffet Table with Marble Top,Jonathan Charles,Credenzas & Sideboards,3555,"Materials: Acacia
Other Materials: Marble, Mahogany Khaya Crown veneer
Dim. - IN71 1/2''w x 25 3/8''d x 37 1/4''h
Weight: 260.15lbs","495728-LBM-1,
495728-LBM-2,
495728-LBM-3,
495728-LBM-4",,,
495858-TBA,Jonathan Charles Long Rectangular Tobacco Walnut & Marquetry Coffee Table,Jonathan Charles,Tables > Cocktail Tables,1944,"Materials: Walnut
Other Materials: Brass, Sycamore veneer, Bone
Dim. - IN64''w x 28''d x 19 1/8''h
Weight: 79.37lbs","495858-TBA-1,
495858-TBA-2,
495858-TBA-3,
495858-TBA-4",,,
495868-EBO,Jonathan Charles Rectangular English Brown Oak Chest of Drawers,Jonathan Charles,Chests,2934,"Materials: Oak
Other Materials: Oak veneer, Brass
Dim. - IN46''w x 20''d x 36 1/8''h
Weight: 156.53lbs","495868-EBO-1,495868-EBO-2,
495868-EBO-3,
495868-EBO-4",,,
495893-CHW-BAE,Jonathan Charles Fusion Chinoiserie Drinks Cabinet,Jonathan Charles,Cabinets,6852.6,"Inspired by the work of the French Modernists, this cabinet is constructed of hardwood with an ebonized finish. Doors feature an acid etched interpretation of chinoiserie. Hardware is brass with satin finish. Cabinet includes two adjustable glass shelves and one drawer.
Materials: Walnut
Other Materials: Brass, Walnut quarter veneer
Dim. - IN25''w x 20''d x 72 1/8''h
Weight: 216.05lbs","495893-CHW-BAE-1,
495893-CHW-BAE-2,
495893-CHW-BAE-3,
495893-CHW-BAE-4,
495893-CHW-BAE-5",,,
495996-PGA,Jonathan Charles Hamilton Round Lamp Table,Jonathan Charles,Tables > End Tables,2037.6,"Informed by the symmetry and balance of classic forms, this table features quartered paldao veneer under a light, transparent lacquer finish. Frame is acid dipped, hand rubbed brass with a rich, natural patina.
Materials: Paldao veneer
Other Materials: Brass
Dim. - IN27''w x 27''d x 24''h
Weight: 74.96lbs","495997-PGA-1,495997-PGA-2,
495997-PGA-3,
495997-PGA-4",,,
495998-BGA,Jonathan Charles Hamilton Oval Bedside Table,Jonathan Charles,Nightstands,1186.2,"Table is constructed of hardwood with ash burl veneer. Wood is finished in a light, transparent, lacquer finish with ebonized trim. Brass hardware is acid dipped and hand rubbed to achieve a rich, natural patina.
Materials: Burl veneer
Other Materials: Brass
Dim. - IN30''w x 21''d x 28 1/8''h
Weight: 52.91lbs","495998-BGA-1,
495998-BGA-2,
495998-BGA-3,
495998-BGA-4,
495998-BGA-5",,,
496000-72L-PGA,"Jonathan Charles Hamilton 72"" Round Dining Table",Jonathan Charles,Tables > Dining Tables,4728.6,"Inspired by American neoclassicism, this elegant base is sculpted from hardwood and decorated with solid brass inlays. The top features paldao veneer in a radial slip match pattern, with a herringbone border. Brass hardware is acid dipped and hand rubbed to achieve a rich, natural patina.
Materials: Paldao veneer
Other Materials: Brass
Dim. - IN71 5/8''w x 71 5/8''d x 30 1/8''h
Weight: 286.6lbs","496000-72L-PGA-1,
496000-72L-PGA-2,
496000-72L-PGA-3,
496000-72L-PGA-4,
496000-72L-PGA-5",,,
496001-AC,Jonathan Charles Hamilton Dining Arm Chair,Jonathan Charles,Seating > Dining Chairs,1186.2,"Sculpted from hardwood under a light transparent lacquer finish. This chair is upholstered in a Jonathan Charles performance fabric. Upholstered in Skipper
Materials: Acacia
Other Materials: Brass
Dim. - IN23 5/8''w x 26 3/8''d x 39 1/8''h
Weight: 29.76lbs","496001-AC-PGA-F200-1,
496001-AC-PGA-F200-2,
496001-AC-PGA-F200-3,
496001-AC-PGA-F200-4,
496001-AC-PGA-F200-5",,,
496001-SC,Jonathan Charles Hamilton Dining Side Chair,Jonathan Charles,Seating > Dining Chairs,1141.2,"Sculpted from hardwood under a light transparent lacquer finish. This chair is upholstered in a Jonathan Charles performance fabric. Upholstered in Skipper
Materials: Acacia
Other Materials: Brass
Dim. - IN20 1/2''w x 26 3/8''d x 39 1/8''h
Weight: 33.07lbs","496001-SC-PGA-F200-1,
496001-SC-PGA-F200-2,
496001-SC-PGA-F200-3,
496001-SC-PGA-F200-4",,,
496002-SDG-F200,Jonathan Charles Hamilton Bench,Jonathan Charles,Seating > Benches & Ottomans,2968.2,"Frame is fabricated from brass and stainless steel with acid dipped, hand rubbed patina. This bench is covered in a Jonathan Charles performance fabric. Upholstered in Skipper
Materials: Stainless steel
Other Materials: Fabric, Brass
Dim. - IN56 3/8''w x 18 1/4''d x 19 5/8''h
Weight: 66.14lbs",496002-SDG-F200-1,,,
496003-SDG-M028,Jonathan Charles Hamilton Bunching Cocktail Table,Jonathan Charles,Tables > Cocktail Tables,4728.6,"Frame is fabricated from brass and stainless steel with acid dipped, hand rubbed patina. Top features figured speckled marble from northern Tuscany.
Materials: Stainless steel
Other Materials: Brass, Marble
Dim. - IN57 5/8''w x 28''d x 17 3/8''h
Weight: 222.67lbs
","496003-SDG-M028-1,
496003-SDG-M028-2,
496003-SDG-M028-3,
496003-SDG-M028-4",,,
496011-PGA,Jonathan Charles Hamilton Oval Accent Table,Jonathan Charles,Tables > Occasional Tables,1528.2,"Inspired by American neoclassicism, this elegant form is sculpted from brass with an acid dipped, hand rubbed patina. Shelves feature a paldao inlay with a light, transparent lacquer finish.
Materials: Paldao veneer
Other Materials: Brass
Dim. - IN20''w x 16''d x 22 1/4''h
Weight: 30.86lbs","496011-PGA-1,
496011-PGA-2,
496011-PGA-3,
496011-PGA-4,
496011-PGA-5",,,
496064-SDG-M012,Jonathan Charles Hamilton Oval Cocktail Table,Jonathan Charles,Tables > Cocktail Tables,3384,"Hamilton Dark Gun Metal & Gold Brass Cocktail Table with White Carrara Marble Top
Materials: Stainless steel
Other Materials: Brass, Marble
Dim. - IN60''w x 30''d x 17 3/8''h
Weight: 242.51lbs","496064-SDG-M012-1,
496064-SDG-M012-2,
496064-SDG-M012-3,
496064-SDG-M012-4",,,
496066-WBA,Jonathan Charles Barcelona Bedside Chest,Jonathan Charles,Chests,2192.4,"The cabinet is constructed of walnut with a transparent, low luster finish. Drawer fronts feature walnut swirl in a traditional book match pattern. Hardware is cast in our foundry and finished in a light, champagne patina. Drawers include soft close mechanisms.
Materials: European Walnut Swirl veneer
Other Materials: Stainless steel
Dim. - IN32''w x 20 1/8''d x 28''h
Weight: 112.44lbs","496066-WBA-1,496066-WBA-2,
496066-WBA-3,496066-WBA-4",,,
496067-WBA,Jonathan Charles Barcelona Round Lamp Table,Jonathan Charles,Tables > Occasional Tables,1528.2,"Influenced by European forms, this table is sculpted from walnut with a transparent, low luster finish. Top features swirl walnut veneer in a traditional, radial pattern. Top includes a reeded apron with an ebonized border. Hardware is cast in our foundry and finished in a light champagne patina.
Materials: European Walnut Swirl veneer
Other Materials: Stainless steel
Dim. - IN30''w x 30''d x 28''h
Weight: 63.93lbs","496067-WBA-1,
496067-WBA-2,
496067-WBA-3,
496067-WBA-4,
496067-WBA-5",,,
496069-WBA,Jonathan Charles Barcelona Drinks Table,Jonathan Charles,Tables > Occasional Tables,1306.8,"The drink table is cast from steel in the Jonathan Charles foundry and finished in a light champagne patina. Top features a walnut swirl veneer in a traditional, radial slip match pattern, with a transparent low luster finish.
Materials: European Walnut Swirl veneer
Other Materials: Stainless steel
Dim. - IN20''w x 20''d x 22 1/8''h
Weight: 44.09lbs","496069-WBA-1,
496069-WBA-2,
496069-WBA-3,
496069-WBA-4,
496069-WBA-5",,,
496070-PSG,Jonathan Charles Barcelona Accent Table,Jonathan Charles,Tables > Occasional Tables,4141.8,"Inspired by French eglomise, the doors feature antiqued gold and silver leaf in a traditional harlequin pattern. Case is finished in a hand rubbed black lacquer. The base and hardware are cast in our foundry and finished in a light champagne patina.
Materials: Acacia
Other Materials: Brass, Silver leaf, Stainless steel
Dim. - IN41''w x 20''d x 36''h
Weight: 220.46lbs
","496070-PSG-1,
496070-PSG-2,
496070-PSG-3,
496070-PSG-4,
496070-PSG-5",,,
496071-WBA,Jonathan Charles Barccelona Square Side Table,Jonathan Charles,Tables > Occasional Tables,1251,"Influenced by classic Spanish forms, this table is built from walnut with a transparent, low luster finish. Top features walnut veneer in a traditional box match. Hardware is our foundry and finished in a light champagne patina.
Materials: Walnut quarter figured veneer
Other Materials: Acacia, Brass
Dim. - IN27''w x 27''d x 26''h
Weight: 55.12lbs","496071-WBA-1,
496071-WBA-2,
496071-WBA-3,
496071-WBA-4,
496071-WBA-5",,,
